filename,original_path,new_path,category,keywords,snippet
Task 2 20_7_2024.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Task 2 20_7_2024.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\Task 2 20_7_2024.md,student/essays,essay;exam;DE;DE;AI,"--- title: ""Task 2 20_7_2024"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Task 2 20_7_2024.docx"" ---  Task 2: As housing is a basic need for people, the government should p"
technology gap.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\technology gap.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\technology gap.md,student/essays,essay;test;exam;DE;DE;technology;AI;computer;technology;technology gap,"--- title: ""technology gap"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/technology gap.docx"" ---  **Some believe that advances in technology are increasing the gap between "
Televised talent shows have become popular in many societies today.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Televised talent shows have become popular in many societies today.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\education\lesson_plans\Televised talent shows have become popular in many societies today.md,education/lesson_plans,plan;essay;test;exam;DE;DE;AI,"--- title: ""Televised talent shows have become popular in many societies today"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Televised talent shows have become popular in ma"
Untitled document(1).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Untitled document(1).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\Untitled document(1).md,student/essays,essay;exam;DE;DE;AI,"--- title: ""Untitled document(1)"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Untitled document(1).docx"" ---  The assertion that art's legitimacy hinges solely on its profi"
Untitled document.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Untitled document.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\Untitled document.md,student/essays,essay;exam;DE;DE;AI,"--- title: ""Untitled document"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Untitled document.docx"" ---  **Part 3: Write an essay of 350 words on the following topic**  Comp"
Version 2 of LNY HOMEWORK (WRITING) look at.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Version 2 of LNY HOMEWORK (WRITING) look at.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\education\lesson_plans\Version 2 of LNY HOMEWORK (WRITING) look at.md,education/lesson_plans,lesson;plan;teaching;essay;writing;homework;writing;LNY;homework;exam;KT;DE;DE;AI;khoa,"--- title: ""Version 2 of LNY HOMEWORK (WRITING) look at"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Version 2 of LNY HOMEWORK (WRITING) look at.docx"" ---  k dùng htd trong"
Write an essay of about 350 words about the following topic.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Write an essay of about 350 words about the following topic.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\Write an essay of about 350 words about the following topic.md,student/essays,essay;test;exam;DE;DE;technology;AI;technology,"--- title: ""Write an essay of about 350 words about the following topic"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Write an essay of about 350 words about the following t"
Writing (first session).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\Writing (first session).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\Writing (first session).md,student/essays,essay;writing;writing;LNY;exam;KT;KTDT;DE;DE;AI;computer;khoa,"--- title: ""Writing (first session)"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/Writing (first session).docx"" ---  Chart:  ![](data:image/png;base64,iVBORw0KGgoAAAANSUhEUg"
writing htinh.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\writing htinh.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\writing htinh.md,student/essays,essay;writing;writing;exam;DE;DE;AI,"--- title: ""writing htinh"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/writing htinh.docx"" ---  Some people believe that a crime is a result of social problems and poverty,"
writing.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\writing.md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\student\essays\writing.md,student/essays,essay;writing;writing;exam;DE;DE;technology;AI;technology,"--- title: ""writing"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/writing.docx"" ---  **In the modern workplace, the concept of a strong work ethic has diminished due to adva"
ĐỀ ĐỀ XUẤT DHBB 2023 K11 - (HDC).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\ĐỀ ĐỀ XUẤT DHBB 2023 K11 - (HDC).md,C:\Users\Admin\Downloads\drive-download-20251225T152443Z-3-001\datasets\raw_docs\education\lesson_plans\ĐỀ ĐỀ XUẤT DHBB 2023 K11 - (HDC).md,education/lesson_plans,plan;essay;writing;writing;LNY;test;exam;kỳ thi;KT;ĐỀ;DE;DE;DHBB;AI;khoa,"--- title: ""ĐỀ ĐỀ XUẤT DHBB 2023 K11 - (HDC)"" source: ""C:/Users/Admin/Downloads/drive-download-20251225T152443Z-3-001/ĐỀ ĐỀ XUẤT DHBB 2023 K11 - (HDC).docx"" ---  |  |  |  | | --- | --- | --- | | **SỞ "
